Allele	BestAln	percScore
C_12:233	C_12:233	1
C_12:234	C_12:234	1
C_12:235	C_12:235	1
C_12:237	C_12:237	1
C_12:238	C_12:238	1
C_12:240	C_12:240	1
C_12:241	C_12:241	1
C_12:242	C_12:242	1
C_12:244	C_12:244	1
C_12:245	C_12:245	1
C_12:246	C_12:246	1
C_12:247	C_12:247	1
C_12:248	C_12:248	1
C_12:249	C_12:249	1
C_12:251	C_12:251	1
C_12:252	C_12:252	1
C_12:253	C_12:253	1
C_12:254	C_12:254	1
C_12:255	C_12:255	1
C_12:256	C_12:256	1
C_12:257	C_12:257	1
C_12:258	C_12:258	1
C_12:259	C_12:259	1
C_12:260	C_12:260	1
C_12:261	C_12:261	1
C_12:262	C_12:262	1
C_12:263	C_12:263	1
C_12:264	C_12:264	1
C_12:265	C_12:265	1
C_12:266	C_12:266	1
C_12:267	C_12:267	1
C_12:268	C_12:268	1
C_12:269	C_12:269	1
C_12:271	C_12:271	1
C_12:272	C_12:272	1
C_12:273	C_12:273	1
C_12:275	C_12:275	1
C_12:276	C_12:276	1
C_12:277	C_12:277	1
C_12:278	C_12:278	1
C_12:279	C_12:279	1
C_12:280	C_12:280	1
C_12:281	C_12:281	1
C_12:282	C_12:282	1
C_12:283	C_12:283	1
C_12:284	C_12:284	1
C_12:285	C_12:285	1
C_12:286	C_12:286	1
C_12:288	C_12:288	1
C_12:289	C_12:289	1
C_12:290	C_12:290	1
C_12:291	C_12:291	1
C_12:292	C_12:292	1
C_12:293	C_12:293	1
C_12:294	C_12:294	1
C_12:296	C_12:296	1
C_12:297	C_12:297	1
C_12:298	C_12:298	1
C_12:300	C_12:300	1
C_12:301	C_12:301	1
C_12:302	C_12:302	1
C_12:303	C_12:303	1
C_12:304	C_12:304	1
C_12:306	C_12:306	1
C_12:307	C_12:307	1
C_12:308	C_12:308	1
C_12:309	C_12:309	1
C_12:310	C_12:310	1
C_12:312	C_12:312	1
C_12:313	C_12:313	1
C_12:314	C_12:314	1
C_12:315	C_12:315	1
C_12:316	C_12:316	1
C_12:317	C_12:317	1
C_12:318	C_12:318	1
C_12:319	C_12:319	1
C_12:320	C_12:320	1
C_12:321	C_12:321	1
C_12:322	C_12:322	1
C_12:323	C_12:323	1
C_12:325	C_12:325	1
C_12:326	C_12:326	1
C_12:331	C_12:331	1
C_12:332	C_12:332	1
C_12:333	C_12:333	1
C_12:335	C_12:335	1
C_12:336	C_12:336	1
C_12:337	C_12:337	1
C_12:338	C_12:338	1
C_12:339	C_12:339	1
C_12:340	C_12:340	1
C_12:341	C_12:341	1
C_14:02	C_14:02	1
C_14:03	C_14:03	1
C_14:04	C_14:04	1
C_14:05	C_14:05	1
C_14:06	C_14:06	1
C_14:10	C_14:10	1
C_14:11	C_14:11	1
C_14:23	C_14:23	1
C_14:26	C_14:26	1
C_14:29	C_14:29	1
C_14:36	C_14:36	1
C_14:64	C_14:64	1
C_14:69	C_14:69	1
C_14:71	C_14:71	1
C_14:74	C_14:74	1
C_14:75	C_14:75	1
C_14:76	C_14:76	1
C_14:77	C_14:77	1
C_14:78	C_14:78	1
C_14:94	C_14:94	1
C_14:95	C_14:95	1
C_14:96	C_14:96	1
C_14:98	C_14:98	1
C_14:100	C_14:100	1
C_14:101	C_14:101	1
C_14:102	C_14:102	1
C_14:103	C_14:103	1
C_14:104	C_14:104	1
C_14:106	C_14:106	1
C_14:108	C_14:108	1
C_14:109	C_14:109	1
C_14:110	C_14:110	1
C_14:111	C_14:111	1
C_14:112	C_14:112	1
C_14:113	C_14:113	1
C_14:114	C_14:114	1
C_14:115	C_14:115	1
C_14:118	C_14:118	1
C_14:119	C_14:119	1
C_14:120	C_14:120	1
C_14:121	C_14:121	1
C_14:122	C_14:122	1
C_14:123	C_14:123	1
C_14:125	C_14:125	1
C_14:126	C_14:126	1
C_14:127	C_14:127	1
C_14:128	C_14:128	1
C_15:02	C_15:02	1
C_15:03	C_15:03	1
C_15:04	C_15:04	1
C_15:05	C_15:05	1
C_15:06	C_15:06	1
C_15:07	C_15:07	1
C_15:08	C_15:08	1
C_15:09	C_15:09	1
C_15:10	C_15:10	1
C_15:11	C_15:11	1
C_15:13	C_15:13	1
C_15:15	C_15:15	1
C_15:16	C_15:16	1
C_15:17	C_15:17	1
C_15:22	C_15:22	1
C_15:23	C_15:23	1
C_15:24	C_15:24	1
C_15:25	C_15:25	1
C_15:29	C_15:29	1
C_15:44	C_15:44	1
C_15:52	C_15:52	1
C_15:62	C_15:62	1
C_15:69	C_15:69	1
C_15:88	C_15:88	1
C_15:96	C_15:96	1
C_15:102	C_15:102	1
C_15:103	C_15:103	1
C_15:104	C_15:104	1
C_15:114	C_15:114	1
C_15:125	C_15:125	1
C_15:126	C_15:126	1
C_15:127	C_15:127	1
C_15:128	C_15:128	1
C_15:129	C_15:129	1
C_15:130	C_15:130	1
C_15:132	C_15:132	1
C_15:133	C_15:133	1
C_15:139	C_15:139	1
C_15:143	C_15:143	1
C_15:146	C_15:146	1
C_15:147	C_15:147	1
C_15:149	C_15:149	1
C_15:152	C_15:152	1
C_15:153	C_15:153	1
C_15:154	C_15:154	1
C_15:155	C_15:155	1
C_15:157	C_15:157	1
C_15:158	C_15:158	1
C_15:161	C_15:161	1
C_15:163	C_15:163	1
C_15:167	C_15:167	1
C_15:168	C_15:168	1
C_15:169	C_15:169	1
C_15:170	C_15:170	1
C_15:171	C_15:171	1
C_15:172	C_15:172	1
C_15:173	C_15:173	1
C_15:174	C_15:174	1
C_15:175	C_15:175	1
C_15:176	C_15:176	1
C_15:178	C_15:178	1
C_15:179	C_15:179	1
C_15:180	C_15:180	1
C_15:181	C_15:181	1
C_15:182	C_15:182	1
C_15:183	C_15:183	1
C_15:184	C_15:184	1
C_15:186	C_15:186	1
C_15:187	C_15:187	1
C_15:190	C_15:190	1
C_15:191	C_15:191	1
C_15:194	C_15:194	1
C_15:197	C_15:197	1
C_15:198	C_15:198	1
C_15:199	C_15:199	1
C_15:200	C_15:200	1
C_15:201	C_15:201	1
C_15:202	C_15:202	1
C_15:203	C_15:203	1
C_15:204	C_15:204	1
C_15:205	C_15:205	1
C_15:206	C_15:206	1
C_15:208	C_15:208	1
C_15:211	C_15:211	1
C_15:212	C_15:212	1
C_15:214	C_15:214	1
C_15:215	C_15:215	1
C_15:217	C_15:217	1
C_15:220	C_15:220	1
C_15:221	C_15:221	1
C_15:222	C_15:222	1
C_15:223	C_15:223	1
C_15:224	C_15:224	1
C_15:225	C_15:225	1
C_15:226	C_15:226	1
C_15:227	C_15:227	1
C_15:229	C_15:229	1
C_15:230	C_15:230	1
C_15:231	C_15:231	1
C_15:232	C_15:232	1
C_15:233	C_15:233	1
C_16:01	C_16:01	1
C_16:02	C_16:02	1
C_16:04	C_16:04	1
C_16:06	C_16:06	1
C_16:07	C_16:07	1
C_16:08	C_16:08	1
C_16:18	C_16:18	1
C_16:25	C_16:25	1
C_16:35	C_16:35	1
C_16:38	C_16:38	1
C_16:39	C_16:39	1
C_16:42	C_16:42	1
C_16:46	C_16:46	1
C_16:50	C_16:50	1
C_16:59	C_16:59	1
C_16:73	C_16:73	1
C_16:74	C_16:74	1
C_16:84	C_16:84	1
C_16:85	C_16:85	1
C_16:90	C_16:90	1
C_16:93	C_16:93	1
C_16:96	C_16:96	1
C_16:100	C_16:100	1
C_16:101	C_16:101	1
C_16:102	C_16:102	1
C_16:106	C_16:106	1
C_16:111	C_16:111	1
C_16:112	C_16:112	1
C_16:114	C_16:114	1
C_16:118	C_16:118	1
C_16:120	C_16:120	1
C_16:121	C_16:121	1
C_16:122	C_16:122	1
C_16:125	C_16:125	1
C_16:126	C_16:126	1
C_16:127	C_16:127	1
C_16:128	C_16:128	1
C_16:129	C_16:129	1
C_16:130	C_16:130	1
C_16:131	C_16:131	1
C_16:133	C_16:133	1
C_16:134	C_16:134	1
C_16:135	C_16:135	1
C_16:136	C_16:136	1
C_16:137	C_16:137	1
C_16:138	C_16:138	1
C_16:139	C_16:139	1
C_16:140	C_16:140	1
C_16:141	C_16:141	1
C_16:142	C_16:142	1
C_16:143	C_16:143	1
C_16:144	C_16:144	1
C_16:145	C_16:145	1
C_16:146	C_16:146	1
C_16:147	C_16:147	1
C_16:148	C_16:148	1
C_16:149	C_16:149	1
C_16:150	C_16:150	1
C_16:151	C_16:151	1
C_16:152	C_16:152	1
C_16:153	C_16:153	1
C_16:154	C_16:154	1
C_16:155	C_16:155	1
C_16:156	C_16:156	1
C_16:157	C_16:157	1
C_16:158	C_16:158	1
C_16:159	C_16:159	1
C_16:160	C_16:160	1
C_16:161	C_16:161	1
C_16:162	C_16:162	1
C_16:163	C_16:163	1
C_16:164	C_16:164	1
C_16:165	C_16:165	1
C_16:167	C_16:167	1
C_16:168	C_16:168	1
C_16:169	C_16:169	1
C_16:170	C_16:170	1
C_16:171	C_16:171	1
C_16:172	C_16:172	1
C_16:174	C_16:174	1
C_16:175	C_16:175	1
C_16:177	C_16:177	1
C_16:178	C_16:178	1
C_16:179	C_16:179	1
C_16:180	C_16:180	1
C_16:181	C_16:181	1
C_16:182	C_16:182	1
C_16:183	C_16:183	1
C_16:184	C_16:184	1
C_18:01	C_18:01	1
C_18:02	C_18:02	1
C_18:03	C_18:03	1
C_18:04	C_18:04	1
C_18:10	C_18:10	1
C_18:11	C_18:11	1
C_18:12	C_18:12	1
C_18:13	C_18:13	1
C_18:14	C_18:14	1
C_01:11	C_01:02	0.625
C_01:12	C_01:114	0.635
C_01:15	C_01:02	0.467
C_01:16	C_01:02	0.488
C_01:18	C_01:02	0.524
C_01:19	C_01:02	0.507
C_01:20	C_01:02	0.541
C_01:22	C_01:02	0.677
C_01:23	C_01:17	0.507
C_01:24	C_01:03	0.721
C_01:25	C_01:02	0.625
C_01:26	C_01:02	0.564
C_01:28	C_01:02	0.541
C_01:29	C_01:02	0.356
C_01:31	C_01:02	0.524
C_01:32	C_01:02	0.507
C_01:33	C_01:02	0.584
C_01:34	C_01:114	0.488
C_01:35	C_01:09	0.488
C_01:36	C_01:114	0.422
C_01:37	C_01:02	0.042
C_01:38	C_01:02	0.507
C_01:41	C_01:02	0.467
C_01:42	C_01:02	0.524
C_01:43	C_01:02	0.541
C_01:45	C_01:02	0.625
C_01:46	C_01:02	0.667
C_01:47	C_01:02	0.541
C_01:48	C_01:02	0.524
C_01:49	C_01:114	0.167
C_01:50	C_01:114	0.138
C_01:52	C_01:02	0.541
C_01:54	C_01:152	0.507
C_01:56	C_01:07	0.036
C_01:57	C_01:02	0.488
C_01:58	C_01:02	0.507
C_01:60	C_01:02	0.376
C_01:61	C_01:02	0.524
C_01:62	C_01:02	0.524
C_01:63	C_01:141	0.731
C_01:64	C_01:02	0.564
C_01:65	C_01:02	0.541
C_01:66	C_01:02	0.541
C_01:68	C_01:02	0.541
C_01:69	C_01:07	0.031
C_01:71	C_01:02	0.467
C_01:72	C_01:02	0.541
C_01:73	C_01:02	0.272
C_01:75	C_01:02	0.467
C_01:76	C_01:02	0.541
C_01:77	C_01:114	0.541
C_01:78	C_01:03	0.488
C_01:79	C_01:114	0.356
C_01:80	C_01:02	0.467
C_01:81	C_01:02	0.7
C_01:82	C_01:02	0.625
C_01:83	C_01:02	0.625
C_01:84	C_01:02	0.625
C_01:85	C_01:02	0.731
C_01:86	C_01:201	0.054
C_01:87	C_01:02	0.7
C_01:88	C_01:02	0.731
C_01:89	C_01:02	0.731
C_01:90	C_01:03	0.652
C_01:92	C_01:02	0.467
C_01:94	C_01:02	0.507
C_01:95	C_01:157	0.584
C_01:96	C_01:02	0.564
C_01:97	C_01:114	0.541
C_01:98	C_01:07	0.031
C_01:100	C_01:02	0.6
C_01:101	C_01:114	0.507
C_01:102	C_01:114	0.318
C_01:103	C_01:02	0.541
C_01:104	C_01:207	0.564
C_01:105	C_01:02	0.337
C_01:107	C_01:02	0.687
C_01:108	C_01:02	0.467
C_01:109	C_01:02	0.625
C_01:111	C_01:09	0.058
C_01:112	C_01:02	0.488
C_01:113	C_01:02	0.541
C_01:115	C_01:02	0.422
C_01:116	C_01:03	0.467
C_01:117	C_01:126	0.018
C_01:118	C_01:59	0.564
C_01:119	C_01:209	0.467
C_01:121	C_01:02	0.422
C_01:122	C_01:02	0.524
C_01:123	C_01:02	0.467
C_01:124	C_01:02	0.467
C_01:125	C_01:02	0.541
C_01:131	C_03:37	0.226
C_01:132	C_01:02	0.584
C_01:134	C_01:02	0.541
C_01:135	C_01:02	0.731
C_01:137	C_01:197	0.044
C_01:140	C_01:02	0.541
C_01:143	C_01:02	0.076
C_01:144	C_01:02	0.541
C_01:145	C_01:09	0.051
C_01:154	C_01:02	0.524
C_01:166	C_01:02	0.667
C_01:171	C_01:197	0.045
C_01:181	C_01:02	0.731
C_01:185	C_01:02	0.731
C_01:188	C_01:02	0.541
C_01:203	C_01:02	0.467
C_01:211	C_01:133	0.025
C_01:212	C_01:193	0.66
C_01:213	C_01:02	0.625
C_01:214	C_01:02	0.731
C_01:215	C_01:02	0.7
C_01:216	C_01:02	0.731
C_01:217	C_01:02	0.731
C_01:218	C_01:02	0.7
C_01:219	C_01:02	0.731
C_01:220	C_01:02	0.703
C_01:221	C_01:196	0.687
C_01:222	C_01:190	0.077
C_01:223	C_01:02	0.667
C_01:224	C_01:02	0.049
C_01:225	C_01:02	0.687
C_01:226	C_01:160	0.684
C_01:227	C_01:02	0.677
C_01:228	C_01:02	0.028
C_01:229	C_01:02	0.032
C_01:230	C_01:02	0.731
C_01:231	C_01:141	0.058
C_01:232	C_01:02	0.731
C_01:233	C_01:02	0.703
C_01:234	C_01:02	0.731
C_01:235	C_01:99	0.684
C_01:236	C_01:02	0.692
C_01:237	C_01:02	0.731
C_01:238	C_01:02	0.66
C_01:239	C_01:02	0.731
C_01:240	C_01:157	0.564
C_01:241	C_01:02	0.692
C_01:242	C_01:02	0.731
C_01:243	C_01:02	0.731
C_01:244	C_01:04	0.66
C_01:245	C_01:02	0.708
C_01:246	C_01:177	0.687
C_01:247	C_01:02	0.731
C_01:248	C_01:05	0.584
C_02:09	C_02:61	0.66
C_02:13	C_02:61	0.584
C_02:15	C_02:61	0.615
C_02:18	C_02:03	0.376
C_02:19	C_02:23	0.584
C_02:22	C_02:118	0.488
C_02:24	C_02:61	0.564
C_02:28	C_02:61	0.541
C_02:30	C_02:61	0.541
C_02:31	C_02:61	0.615
C_02:33	C_02:61	0.541
C_02:34	C_02:61	0.625
C_02:36	C_02:61	0.615
C_02:37	C_02:61	0.615
C_02:38	C_02:53	0.043
C_02:39	C_02:61	0.584
C_02:40	C_02:61	0.541
C_02:42	C_02:08	0.524
C_02:43	C_02:61	0.584
C_02:45	C_02:61	0.541
C_02:47	C_02:61	0.564
C_02:48	C_02:61	0.6
C_02:49	C_02:61	0.488
C_02:50	C_02:61	0.66
C_02:51	C_02:61	0.6
C_02:52	C_02:05	0.005
C_02:54	C_02:61	0.615
C_02:55	C_02:61	0.615
C_02:56	C_02:61	0.584
C_02:57	C_02:61	0.625
C_02:59	C_02:61	0.584
C_02:62	C_02:61	0.541
C_02:63	C_02:61	0.6
C_02:64	C_02:61	0.524
C_02:65	C_02:61	0.615
C_02:66	C_02:61	0.615
C_02:67	C_02:61	0.467
C_02:68	C_02:118	0.541
C_02:70	C_02:61	0.66
C_02:71	C_02:02	0.677
C_02:72	C_02:61	0.615
C_02:73	C_02:61	0.644
C_02:74	C_02:61	0.635
C_02:75	C_02:61	0.584
C_02:76	C_02:61	0.66
C_02:77	C_02:61	0.541
C_02:78	C_02:61	0.635
C_02:79	C_02:61	0.541
C_02:82	C_02:61	0.422
C_02:83	C_02:61	0.66
C_02:88	C_02:61	0.615
C_02:89	C_02:61	0.524
C_02:90	C_02:61	0.507
C_02:92	C_02:139	0.051
C_02:93	C_02:61	0.615
C_02:94	C_02:61	0.615
C_02:95	C_02:61	0.6
C_02:96	C_02:61	0.635
C_02:97	C_02:61	0.6
C_02:99	C_02:61	0.615
C_02:100	C_02:61	0.541
C_02:101	C_02:61	0.564
C_02:104	C_02:61	0.6
C_02:105	C_02:05	0.022
C_02:107	C_02:152	0.402
C_02:108	C_02:61	0.507
C_02:109	C_02:61	0.615
C_02:110	C_02:53	0.6
C_02:111	C_02:61	0.564
C_02:112	C_02:61	0.564
C_02:113	C_02:61	0.615
C_02:114	C_02:61	0.524
C_02:115	C_02:27	0.402
C_02:116	C_02:61	0.615
C_02:117	C_02:61	0.564
C_02:119	C_02:61	0.541
C_02:121	C_02:05	0.035
C_02:125	C_02:61	0.625
C_02:126	C_02:61	0.6
C_02:127	C_02:61	0.615
C_02:130	C_02:61	0.541
C_02:131	C_02:27	0.507
C_02:135	C_02:160	0.077
C_02:150	C_02:02	0.731
C_02:165	C_02:02	0.028
C_02:166	C_02:61	0.6
C_02:169	C_02:02	0.731
C_02:186	C_02:02	0.731
C_02:192	C_02:02	0.074
C_02:193	C_02:02	0.731
C_02:204	C_02:02	0.731
C_02:205	C_02:02	0.731
C_02:206	C_02:02	0.731
C_02:207	C_02:02	0.731
C_02:208	C_02:02	0.687
C_02:209	C_02:182	0.721
C_02:210	C_02:02	0.692
C_02:211	C_02:02	0.731
C_02:212	C_02:02	0.731
C_02:213	C_02:02	0.7
C_02:214	C_02:02	0.731
C_02:215	C_02:02	0.731
C_02:216	C_02:02	0.057
C_02:217	C_02:02	0.66
C_02:218	C_01:126	0.008
C_02:219	C_02:02	0.703
C_02:220	C_02:02	0.731
C_03:11	C_03:18	0.402
C_03:15	C_03:431	0.13
C_03:20	C_01:07	0.002
C_03:22	C_03:03	0.272
C_03:23	C_03:546	0.042
C_03:24	C_03:184	0.467
C_03:25	C_03:05	0.318
C_03:27	C_03:05	0.376
C_03:28	C_03:04	0.615
C_03:29	C_03:08	0.422
C_03:31	C_03:03	0.422
C_03:33	C_03:02	0.249
C_03:34	C_03:80	0.445
C_03:39	C_03:344	0.272
C_03:45	C_03:07	0.376
C_03:46	C_03:04	0.445
C_03:48	C_03:458	0.564
C_03:50	C_03:03	0.402
C_03:52	C_03:03	0.422
C_03:54	C_03:184	0.445
C_03:55	C_03:535	0.467
C_03:57	C_03:184	0.376
C_03:59	C_03:03	0.422
C_03:60	C_03:02	0.318
C_03:62	C_03:03	0.677
C_03:63	C_03:184	0.376
C_03:64	C_03:37	0.402
C_03:65	C_03:184	0.467
C_03:66	C_03:03	0.318
C_03:67	C_03:03	0.298
C_03:68	C_03:03	0.422
C_03:69	C_03:03	0.422
C_03:70	C_03:184	0.422
C_03:71	C_03:17	0.356
C_03:72	C_03:184	0.376
C_03:73	C_03:184	0.467
C_03:76	C_03:03	0.422
C_03:77	C_03:309	0.402
C_03:78	C_03:184	0.524
C_03:79	C_03:30	0.356
C_03:83	C_03:03	0.422
C_03:86	C_03:58	0.684
C_03:89	C_03:338	0.376
C_03:90	C_03:184	0.376
C_03:91	C_03:184	0.376
C_03:92	C_03:113	0.652
C_03:93	C_03:04	0.635
C_03:94	C_01:168	0.564
C_03:95	C_03:02	0.249
C_03:96	C_03:03	0.337
C_03:97	C_03:03	0.402
C_03:98	C_03:80	0.422
C_03:101	C_03:184	0.564
C_03:102	C_03:307	0.318
C_03:103	C_03:03	0.337
C_03:104	C_03:184	0.402
C_03:105	C_03:184	0.564
C_03:106	C_03:184	0.564
C_03:107	C_03:184	0.445
C_03:108	C_03:02	0.337
C_03:109	C_03:184	0.507
C_03:110	C_03:02	0.376
C_03:111	C_03:184	0.356
C_03:112	C_03:03	0.318
C_03:114	C_03:184	0.402
C_03:116	C_03:119	0.488
C_03:117	C_03:80	0.524
C_03:118	C_03:184	0.376
C_03:120	C_03:03	0.402
C_03:121	C_03:02	0.065
C_03:122	C_03:03	0.356
C_03:123	C_03:184	0.467
C_03:124	C_03:03	0.318
C_03:125	C_03:184	0.376
C_03:127	C_03:03	0.376
C_03:128	C_03:184	0.356
C_03:129	C_03:184	0.488
C_03:130	C_03:140	0.445
C_03:131	C_03:184	0.376
C_03:132	C_03:119	0.488
C_03:133	C_03:03	0.376
C_03:134	C_03:184	0.422
C_03:135	C_03:35	0.356
C_03:136	C_03:32	0.445
C_03:137	C_03:184	0.402
C_03:138	C_03:516	0.402
C_03:139	C_03:02	0.402
C_03:141	C_03:506	0.356
C_03:142	C_03:21	0.564
C_03:144	C_03:03	0.422
C_03:145	C_03:184	0.337
C_03:147	C_03:184	0.376
C_03:148	C_03:184	0.445
C_03:149	C_03:184	0.467
C_03:150	C_03:03	0.402
C_03:152	C_03:03	0.445
C_03:153	C_03:184	0.467
C_03:154	C_03:184	0.524
C_03:155	C_03:184	0.467
C_03:156	C_03:184	0.467
C_03:157	C_03:184	0.488
C_03:158	C_03:03	0.356
C_03:159	C_03:184	0.488
C_03:160	C_03:03	0.337
C_03:161	C_03:535	0.356
C_03:162	C_03:309	0.226
C_03:163	C_03:07	0.422
C_03:164	C_03:184	0.422
C_03:165	C_03:03	0.402
C_03:166	C_03:184	0.422
C_03:167	C_03:13	0.356
C_03:168	C_03:03	0.337
C_03:169	C_03:02	0.206
C_03:170	C_03:184	0.356
C_03:171	C_03:03	0.524
C_03:172	C_03:184	0.488
C_03:173	C_03:184	0.488
C_03:174	C_03:184	0.467
C_03:175	C_03:119	0.467
C_03:176	C_03:03	0.337
C_03:177	C_03:03	0.445
C_03:178	C_03:35	0.318
C_03:180	C_03:04	0.541
C_03:181	C_03:184	0.356
C_03:182	C_03:03	0.445
C_03:183	C_03:04	0.635
C_03:185	C_03:03	0.318
C_03:186	C_03:184	0.376
C_03:188	C_03:03	0.337
C_03:189	C_02:26	0.005
C_03:190	C_03:02	0.249
C_03:191	C_03:184	0.422
C_03:193	C_03:184	0.467
C_03:194	C_03:02	0.272
C_03:195	C_03:03	0.402
C_03:196	C_03:556	0.376
C_03:197	C_03:02	0.249
C_03:198	C_03:02	0.584
C_03:199	C_03:02	0.298
C_03:200	C_03:02	0.337
C_03:201	C_03:02	0.075
C_03:202	C_03:03	0.337
C_03:203	C_03:03	0.376
C_03:204	C_03:03	0.337
C_03:205	C_03:03	0.524
C_03:206	C_03:03	0.677
C_03:207	C_03:03	0.524
C_03:208	C_02:26	0.026
C_03:209	C_03:17	0.467
C_03:210	C_03:184	0.445
C_03:212	C_03:04	0.677
C_03:213	C_03:184	0.564
C_03:214	C_03:03	0.402
C_03:215	C_03:184	0.467
C_03:216	C_03:02	0.356
C_03:217	C_03:03	0.318
C_03:218	C_03:184	0.564
C_03:220	C_03:03	0.249
C_03:221	C_03:02	0.356
C_03:222	C_03:02	0.376
C_03:223	C_03:03	0.298
C_03:224	C_03:02	0.652
C_03:225	C_03:02	0.422
C_03:226	C_03:02	0.652
C_03:227	C_03:03	0.677
C_03:228	C_03:03	0.644
C_03:229	C_03:03	0.059
C_03:230	C_03:187	0.625
C_03:231	C_03:557	0.488
C_03:232	C_03:04	0.584
C_03:233	C_03:04	0.584
C_03:234	C_03:309	0.564
C_03:235	C_03:04	0.635
C_03:236	C_03:04	0.677
C_03:237	C_03:03	0.524
C_03:238	C_03:02	0.272
C_03:239	C_03:184	0.467
C_03:240	C_03:402	0.445
C_03:241	C_03:476	0.337
C_03:242	C_03:03	0.402
C_03:244	C_03:184	0.318
C_03:245	C_03:02	0.356
C_03:246	C_03:08	0.445
C_03:247	C_03:184	0.507
C_03:248	C_03:02	0.337
C_03:249	C_03:17	0.541
C_03:252	C_03:184	0.564
C_03:253	C_03:414	0.467
C_03:254	C_03:03	0.337
C_03:255	C_03:184	0.467
C_03:256	C_03:184	0.422
C_03:257	C_03:184	0.467
C_03:258	C_03:02	0.298
C_03:259	C_03:04	0.635
C_03:262	C_03:03	0.376
C_03:264	C_03:02	0.356
C_03:265	C_03:80	0.052
C_03:266	C_03:184	0.467
C_03:267	C_03:13	0.249
C_03:268	C_03:243	0.422
C_03:269	C_03:184	0.272
C_03:270	C_03:184	0.356
C_03:272	C_03:03	0.356
C_03:273	C_03:03	0.376
C_03:274	C_03:03	0.272
C_03:275	C_03:03	0.298
C_03:276	C_03:03	0.445
C_03:277	C_02:26	0.032
C_03:278	C_03:184	0.467
C_03:279	C_03:40	0.66
C_03:280	C_03:04	0.635
C_03:281	C_03:184	0.356
C_03:283	C_03:184	0.445
C_03:284	C_03:03	0.422
C_03:291	C_03:03	0.318
C_03:292	C_03:35	0.445
C_03:293	C_03:80	0.445
C_03:294	C_03:184	0.564
C_03:295	C_03:495	0.356
C_03:297	C_03:07	0.272
C_03:298	C_03:02	0.298
C_03:299	C_03:02	0.467
C_03:300	C_03:402	0.272
C_03:301	C_03:02	0.298
C_03:302	C_03:17	0.337
C_03:303	C_03:184	0.564
C_03:304	C_03:03	0.422
C_03:305	C_03:184	0.467
C_03:306	C_03:184	0.337
C_03:308	C_03:03	0.376
C_03:310	C_03:184	0.467
C_03:314	C_03:184	0.564
C_03:316	C_02:26	0.031
C_03:317	C_03:388	0.445
C_03:318	C_03:04	0.051
C_03:319	C_03:03	0.356
C_03:321	C_03:03	0.422
C_03:322	C_03:184	0.564
C_03:323	C_02:26	0.029
C_03:325	C_03:187	0.402
C_03:328	C_03:184	0.467
C_03:329	C_03:02	0.376
C_03:330	C_03:02	0.376
C_03:331	C_03:184	0.467
C_03:332	C_03:02	0.298
C_03:333	C_03:184	0.467
C_03:334	C_03:184	0.337
C_03:342	C_03:184	0.376
C_03:343	C_03:184	0.564
C_03:345	C_03:03	0.402
C_03:346	C_03:03	0.376
C_03:347	C_03:184	0.422
C_03:348	C_03:184	0.402
C_03:349	C_03:02	0.318
C_03:350	C_03:02	0.249
C_03:351	C_03:03	0.422
C_03:352	C_03:03	0.318
C_03:353	C_03:184	0.488
C_03:355	C_03:493	0.422
C_03:356	C_03:393	0.402
C_03:360	C_03:03	0.445
C_03:363	C_03:02	0.012
C_03:365	C_03:02	0.356
C_03:366	C_03:04	0.677
C_03:368	C_03:184	0.507
C_03:369	C_03:04	0.677
C_03:375	C_03:398	0.402
C_03:377	C_03:290	0.04
C_03:380	C_03:03	0.677
C_03:384	C_03:113	0.337
C_03:386	C_03:05	0.564
C_03:387	C_03:04	0.677
C_03:391	C_03:468	0.045
C_03:392	C_03:542	0.024
C_03:396	C_03:02	0.036
C_03:416	C_03:03	0.445
C_03:420	C_03:184	0.376
C_03:421	C_01:07	0.002
C_03:424	C_03:04	0.677
C_03:432	C_03:03	0.677
C_03:442	C_03:04	0.677
C_03:444	C_03:506	0.051
C_03:445	C_03:04	0.077
C_03:446	C_03:553	0.047
C_03:447	C_03:30	0.064
C_03:448	C_03:04	0.088
C_03:449	C_03:458	0.008
C_03:462	C_03:04	0.048
C_03:463	C_03:80	0.06
C_03:465	C_03:04	0.635
C_03:466	C_03:04	0.677
C_03:470	C_01:07	0.002
C_03:474	C_03:13	0.318
C_03:475	C_03:02	0.337
C_03:502	C_03:04	0.677
C_03:504	C_03:37	0.467
C_03:508	C_03:542	0.013
C_03:509	C_03:542	0.013
C_03:510	C_03:02	0.004
C_03:511	C_02:26	0.023
C_03:531	C_03:542	0.029
C_03:537	C_03:03	0.356
C_03:539	C_03:04	0.615
C_03:547	C_03:02	0.298
C_03:552	C_03:04	0.635
C_03:560	C_03:03	0.677
C_03:561	C_03:02	0.467
C_03:562	C_03:04	0.677
C_03:563	C_03:03	0.677
C_03:564	C_03:04	0.652
C_03:565	C_03:04	0.6
C_03:566	C_03:04	0.564
C_03:567	C_03:03	0.625
C_03:568	C_03:03	0.6
C_03:569	C_03:04	0.677
C_03:570	C_03:04	0.6
C_03:571	C_03:554	0.061
C_03:572	C_03:04	0.677
C_03:573	C_03:03	0.635
C_03:574	C_03:03	0.6
C_03:575	C_03:02	0.488
C_03:576	C_03:04	0.677
C_03:577	C_03:04	0.488
C_03:578	C_03:03	0.677
C_03:579	C_03:03	0.467
